Date,Province,Region,Last Update,Confirmed,Deaths,Recovered
2/2/2020 5:00,Beijing,Mainland China,2/2/2020 5:53,191,1,9
2/2/2020 5:00,Fujian,Mainland China,2/2/2020 3:43,159,0,0
2/2/2020 5:00,Guangxi,Mainland China,2/2/2020 3:23,127,0,2
2/2/2020 5:00,Shaanxi,Mainland China,2/2/2020 0:23,116,0,0
2/2/2020 5:00,Hebei,Mainland China,2/2/2020 2:53,113,1,3
2/2/2020 5:00,Yunnan,Mainland China,2/2/2020 8:03,105,0,3
2/2/2020 5:00,Heilongjiang,Mainland China,2/2/2020 3:23,95,2,2
2/2/2020 5:00,Liaoning,Mainland China,2/2/2020 8:03,70,0,1
2/2/2020 5:00,Shanxi,Mainland China,2/2/2020 9:53,66,0,3
2/2/2020 5:00,Hainan,Mainland China,2/1/2020 23:33,64,1,4
2/2/2020 5:00,Gansu,Mainland China,2/2/2020 9:43,51,0,3
2/2/2020 5:00,Tianjin,Mainland China,2/1/2020 15:43,48,0,1
2/2/2020 5:00,Guizhou,Mainland China,2/2/2020 1:03,38,0,2
2/2/2020 5:00,Ningxia,Mainland China,2/2/2020 1:43,28,0,0
2/2/2020 5:00,Inner Mongolia,Mainland China,2/2/2020 3:43,27,0,1
2/2/2020 5:00,Jilin,Mainland China,2/2/2020 2:33,23,0,1
2/2/2020 5:00,Xinjiang,Mainland China,2/2/2020 0:43,21,0,0
2/2/2020 5:00,,Japan,2/1/2020 18:53,20,0,1
2/2/2020 5:00,,Thailand,1/31/2020 10:37,19,0,5
2/2/2020 5:00,,Singapore,2/2/2020 1:03,18,0,0
2/2/2020 5:00,Hong Kong,Hong Kong,2/2/2020 2:23,15,0,0
2/2/2020 5:00,,South Korea,2/2/2020 1:03,15,0,0
2/2/2020 5:00,Qinghai,Mainland China,2/2/2020 5:33,11,0,0
2/2/2020 5:00,,Germany,1/31/2020 15:20,10,0,0
2/2/2020 5:00,Taiwan,Taiwan,2/1/2020 23:33,10,0,0
2/2/2020 5:00,Macau,Macau,2/2/2020 4:23,8,0,0
2/2/2020 5:00,,Malaysia,1/31/2020 8:15,8,0,0
2/2/2020 5:00,,France,2/1/2020 1:52,6,0,0
2/2/2020 5:00,,Vietnam,2/1/2020 7:38,6,0,1
2/2/2020 5:00,,United Arab Emirates,2/2/2020 5:43,5,0,0
2/2/2020 5:00,New South Wales,Australia,2/1/2020 18:12,4,0,2
2/2/2020 5:00,Victoria,Australia,2/1/2020 18:12,4,0,0
2/2/2020 5:00,Ontario,Canada,2/1/2020 18:12,3,0,0
2/2/2020 5:00,Queensland,Australia,2/1/2020 18:12,2,0,0
2/2/2020 5:00,South Australia,Australia,2/2/2020 6:03,2,0,0
2/2/2020 5:00,,India,1/31/2020 8:15,2,0,0
2/2/2020 5:00,,Italy,2/2/2020 3:33,2,0,0
2/2/2020 5:00,,Philippines,1/31/2020 16:13,2,1,0
2/2/2020 5:00,,Russia,2/1/2020 1:52,2,0,0
2/2/2020 5:00,,UK,2/1/2020 19:43,2,0,0
2/2/2020 5:00,"Chicago, IL",US,2/1/2020 18:12,2,0,0
2/2/2020 5:00,,Cambodia,1/31/2020 8:15,1,0,0
2/2/2020 5:00,British Columbia,Canada,2/1/2020 18:12,1,0,0
2/2/2020 5:00,,Finland,1/31/2020 8:15,1,0,0
2/2/2020 5:00,Tibet,Mainland China,2/1/2020 1:52,1,0,0
2/2/2020 5:00,,Nepal,1/31/2020 8:15,1,0,0
2/2/2020 5:00,,Spain,2/1/2020 23:43,1,0,0
2/2/2020 5:00,,Sri Lanka,1/31/2020 8:15,1,0,0
2/2/2020 5:00,,Sweden,2/1/2020 2:13,1,0,0
2/2/2020 5:00,"Boston, MA",US,2/1/2020 19:43,1,0,0
2/2/2020 5:00,"Los Angeles, CA",US,2/1/2020 19:53,1,0,0
2/2/2020 5:00,"Orange, CA",US,2/1/2020 19:53,1,0,0
2/2/2020 5:00,"Santa Clara, CA",US,2/1/2020 19:53,1,0,0
2/2/2020 5:00,"Seattle, WA",US,2/1/2020 19:43,1,0,0
2/2/2020 5:00,"Tempe, AZ",US,2/1/2020 19:43,1,0,0
2/1/2020 10:00,Hubei,Mainland China,2/1/2020 10:00,7153,249,168
2/1/2020 10:00,Zhejiang,Mainland China,2/1/2020 10:00,599,0,21
2/1/2020 10:00,Guangdong,Mainland China,2/1/2020 10:00,535,0,14
2/1/2020 10:00,Henan,Mainland China,2/1/2020 10:00,422,2,3
2/1/2020 10:00,Hunan,Mainland China,2/1/2020 10:00,389,0,8
2/1/2020 10:00,Anhui,Mainland China,2/1/2020 10:00,297,0,5
2/1/2020 10:00,Jiangxi,Mainland China,2/1/2020 10:00,286,0,9
2/1/2020 10:00,Chongqing,Mainland China,2/1/2020 10:00,247,1,3
2/1/2020 10:00,Sichuan,Mainland China,2/1/2020 10:00,207,1,3
2/1/2020 10:00,Shandong,Mainland China,2/1/2020 10:00,206,0,3
2/1/2020 10:00,Jiangsu,Mainland China,2/1/2020 10:00,202,0,6
2/1/2020 10:00,Shanghai,Mainland China,2/1/2020 10:00,169,1,10
2/1/2020 10:00,Beijing,Mainland China,2/1/2020 10:00,168,1,9
2/1/2020 10:00,Fujian,Mainland China,2/1/2020 10:00,144,0,0
2/1/2020 10:00,Shaanxi,Mainland China,2/1/2020 10:00,101,0,0
2/1/2020 10:00,Guangxi,Mainland China,2/1/2020 10:00,100,0,2
2/1/2020 10:00,Hebei,Mainland China,2/1/2020 10:00,96,1,0
2/1/2020 10:00,Yunnan,Mainland China,2/1/2020 10:00,91,0,2
2/1/2020 10:00,Heilongjiang,Mainland China,2/1/2020 10:00,80,2,2
2/1/2020 10:00,Liaoning,Mainland China,2/1/2020 10:00,63,0,1
2/1/2020 10:00,Hainan,Mainland China,2/1/2020 10:00,62,1,1
2/1/2020 10:00,Shanxi,Mainland China,2/1/2020 10:00,47,0,1
2/1/2020 10:00,Tianjin,Mainland China,2/1/2020 10:00,38,0,0
2/1/2020 10:00,Gansu,Mainland China,2/1/2020 10:00,35,0,0
2/1/2020 10:00,Guizhou,Mainland China,2/1/2020 10:00,29,0,2
2/1/2020 10:00,Ningxia,Mainland China,2/1/2020 10:00,26,0,0
2/1/2020 10:00,Inner Mongolia,Mainland China,2/1/2020 10:00,23,0,1
2/1/2020 10:00,Xinjiang,Mainland China,2/1/2020 10:00,18,0,0
2/1/2020 10:00,Jilin,Mainland China,2/1/2020 10:00,17,0,1
2/1/2020 10:00,Hong Kong,Hong Kong,2/1/2020 10:00,13,0,0
2/1/2020 10:00,Taiwan,Taiwan,2/1/2020 10:00,10,0,0
2/1/2020 10:00,Qinghai,Mainland China,2/1/2020 10:00,9,0,0
2/1/2020 10:00,Macau,Macau,2/1/2020 10:00,7,0,0
2/1/2020 10:00,Tibet,Mainland China,2/1/2020 10:00,1,0,0
2/1/2020 10:00,Washington,US,2/1/2020 10:00,1,0,0
2/1/2020 10:00,Illinois,US,2/1/2020 10:00,2,0,0
2/1/2020 10:00,California,US,2/1/2020 10:00,3,0,0
2/1/2020 10:00,Arizona,US,2/1/2020 10:00,1,0,0
2/1/2020 10:00,,Japan,2/1/2020 10:00,17,0,1
2/1/2020 10:00,,Thailand,2/1/2020 10:00,19,0,7
2/1/2020 10:00,,South Korea,2/1/2020 10:00,12,0,0
2/1/2020 10:00,,Singapore,2/1/2020 10:00,18,0,0
2/1/2020 10:00,,Vietnam,2/1/2020 10:00,6,0,1
2/1/2020 10:00,,France,2/1/2020 10:00,6,0,0
2/1/2020 10:00,,Nepal,2/1/2020 10:00,1,0,0
2/1/2020 10:00,,Malaysia,2/1/2020 10:00,8,0,0
2/1/2020 10:00,Ontario,Canada,2/1/2020 10:00,3,0,0
2/1/2020 10:00,British Columbia,Canada,2/1/2020 10:00,1,0,0
2/1/2020 10:00,,Cambodia,2/1/2020 10:00,1,0,0
2/1/2020 10:00,,Sri Lanka,2/1/2020 10:00,1,0,1
2/1/2020 10:00,New South Wales,Australia,2/1/2020 10:00,4,0,2
2/1/2020 10:00,Victoria,Australia,2/1/2020 10:00,4,0,0
2/1/2020 10:00,Queensland,Australia,2/1/2020 10:00,3,0,0
2/1/2020 10:00,South Australia,Australia,2/1/2020 10:00,1,0,0
2/1/2020 10:00,Bavaria,Germany,2/1/2020 10:00,7,0,0
2/1/2020 10:00,,Finland,2/1/2020 10:00,1,0,0
2/1/2020 10:00,,United Arab Emirates,2/1/2020 10:00,4,0,0
2/1/2020 10:00,,Philippines,2/1/2020 10:00,1,0,0
2/1/2020 10:00,,India,2/1/2020 10:00,1,0,0
2/1/2020 10:00,,Italy,2/1/2020 10:00,2,0,0
2/1/2020 10:00,,Sweden,2/1/2020 10:00,1,0,0
2/1/2020 10:00,,Russia,2/1/2020 10:00,2,0,0
2/1/2020 10:00,,Spain,2/1/2020 10:00,1,0,0
2/1/2020 10:00,,UK,2/1/2020 10:00,2,0,0
1/31/2020 14:00,Hubei,Mainland China,1/31/2020 14:00,5806,204,141
1/31/2020 14:00,Zhejiang,Mainland China,1/31/2020 14:00,538,0,14
1/31/2020 14:00,Guangdong,Mainland China,1/31/2020 14:00,436,0,11
1/31/2020 14:00,Henan,Mainland China,1/31/2020 14:00,352,2,3
1/31/2020 14:00,Hunan,Mainland China,1/31/2020 14:00,332,0,2
1/31/2020 14:00,Jiangxi,Mainland China,1/31/2020 14:00,240,0,7
1/31/2020 14:00,Anhui,Mainland China,1/31/2020 14:00,237,0,3
1/31/2020 14:00,Chongqing,Mainland China,1/31/2020 14:00,211,0,1
1/31/2020 14:00,Shandong,Mainland China,1/31/2020 14:00,184,0,2
1/31/2020 14:00,Sichuan,Mainland China,1/31/2020 14:00,177,1,1
1/31/2020 14:00,Jiangsu,Mainland China,1/31/2020 14:00,168,0,5
1/31/2020 14:00,Beijing,Mainland China,1/31/2020 14:00,139,1,5
1/31/2020 14:00,Shanghai,Mainland China,1/31/2020 14:00,135,1,9
1/31/2020 14:00,Fujian,Mainland China,1/31/2020 14:00,120,0,0
1/31/2020 14:00,Guangxi,Mainland China,1/31/2020 14:00,87,0,2
1/31/2020 14:00,Shaanxi,Mainland China,1/31/2020 14:00,87,0,0
1/31/2020 14:00,Yunnan,Mainland China,1/31/2020 14:00,83,0,1
1/31/2020 14:00,Hebei,Mainland China,1/31/2020 14:00,82,1,0
1/31/2020 14:00,Heilongjiang,Mainland China,1/31/2020 14:00,59,2,0
1/31/2020 14:00,Hainan,Mainland China,1/31/2020 14:00,52,1,1
1/31/2020 14:00,Liaoning,Mainland China,1/31/2020 14:00,48,0,1
1/31/2020 14:00,Shanxi,Mainland China,1/31/2020 14:00,39,0,1
1/31/2020 14:00,Tianjin,Mainland China,1/31/2020 14:00,32,0,0
1/31/2020 14:00,Guizhou,Mainland China,1/31/2020 14:00,29,0,2
1/31/2020 14:00,Gansu,Mainland China,1/31/2020 14:00,29,0,0
1/31/2020 14:00,Ningxia,Mainland China,1/31/2020 14:00,21,0,0
1/31/2020 14:00,Inner Mongolia,Mainland China,1/31/2020 14:00,20,0,1
1/31/2020 14:00,Xinjiang,Mainland China,1/31/2020 14:00,17,0,0
1/31/2020 14:00,Jilin,Mainland China,1/31/2020 14:00,14,0,1
1/31/2020 14:00,Hong Kong,Hong Kong,1/31/2020 14:00,12,0,0
1/31/2020 14:00,Taiwan,Taiwan,1/31/2020 14:00,10,0,0
1/31/2020 14:00,Qinghai,Mainland China,1/31/2020 14:00,8,0,0
1/31/2020 14:00,Macau,Macau,1/31/2020 14:00,7,0,0
1/31/2020 14:00,Tibet,Mainland China,1/31/2020 14:00,1,0,0
1/31/2020 14:00,,Thailand,1/31/2020 14:00,19,0,5
1/31/2020 14:00,,Japan,1/31/2020 14:00,15,0,1
1/31/2020 14:00,,Singapore,1/31/2020 14:00,13,0,0
1/31/2020 14:00,,South Korea,1/31/2020 14:00,11,0,0
1/31/2020 14:00,,Malaysia,1/31/2020 14:00,8,0,0
1/31/2020 14:00,,France,1/31/2020 14:00,5,0,0
1/31/2020 14:00,Bavaria,Germany,1/31/2020 14:00,5,0,0
1/31/2020 14:00,New South Wales,Australia,1/31/2020 14:00,4,0,2
1/31/2020 14:00,,United Arab Emirates,1/31/2020 14:00,4,0,0
1/31/2020 14:00,Victoria,Australia,1/31/2020 14:00,3,0,0
1/31/2020 14:00,Illinois,US,1/31/2020 14:00,2,0,0
1/31/2020 14:00,California,US,1/31/2020 17:00,3,0,0
1/31/2020 14:00,,Vietnam,1/31/2020 14:00,2,0,0
1/31/2020 14:00,Ontario,Canada,1/31/2020 14:00,2,0,0
1/31/2020 14:00,Queensland,Australia,1/31/2020 14:00,2,0,0
1/31/2020 14:00,,Italy,1/31/2020 14:00,2,0,0
1/31/2020 14:00,,UK,1/31/2020 14:00,2,0,0
1/31/2020 14:00,,Russia,1/31/2020 14:00,2,0,0
1/31/2020 14:00,Washington,US,1/31/2020 14:00,1,0,0
1/31/2020 14:00,Arizona,US,1/31/2020 14:00,1,0,0
1/31/2020 14:00,,Nepal,1/31/2020 14:00,1,0,0
1/31/2020 14:00,British Columbia,Canada,1/31/2020 14:00,1,0,0
1/31/2020 14:00,,Cambodia,1/31/2020 14:00,1,0,0
1/31/2020 14:00,,Sri Lanka,1/31/2020 14:00,1,0,0
1/31/2020 14:00,,Finland,1/31/2020 14:00,1,0,0
1/31/2020 14:00,,Philippines,1/31/2020 14:00,1,0,0
1/31/2020 14:00,,India,1/31/2020 14:00,1,0,0
1/31/2020 14:00,,Sweden,1/31/2020 14:00,1,0,0
1/30/2020 11:00,Hubei,Mainland China,1/30/2020 11:00,4903,162,90
1/30/2020 11:00,Zhejiang,Mainland China,1/30/2020 11:00,428,0,4
1/30/2020 11:00,Guangdong,Mainland China,1/30/2020 11:00,354,0,10
1/30/2020 11:00,Henan,Mainland China,1/30/2020 11:00,278,2,2
1/30/2020 11:00,Hunan,Mainland China,1/30/2020 11:00,277,0,2
1/30/2020 11:00,Anhui,Mainland China,1/30/2020 11:00,200,0,2
1/30/2020 11:00,Chongqing,Mainland China,1/30/2020 11:00,182,0,1
1/30/2020 11:00,Jiangxi,Mainland China,1/30/2020 11:00,162,0,5
1/30/2020 11:00,Shandong,Mainland China,1/30/2020 11:00,158,0,1
1/30/2020 11:00,Sichuan,Mainland China,1/30/2020 11:00,142,1,1
1/30/2020 11:00,Jiangsu,Mainland China,1/30/2020 11:00,129,0,1
1/30/2020 11:00,Beijing,Mainland China,1/30/2020 11:00,114,1,4
1/30/2020 11:00,Shanghai,Mainland China,1/30/2020 11:00,112,1,5
1/30/2020 11:00,Fujian,Mainland China,1/30/2020 11:00,101,0,0
1/30/2020 11:00,Guangxi,Mainland China,1/30/2020 11:00,78,0,2
1/30/2020 11:00,Yunnan,Mainland China,1/30/2020 11:00,70,0,0
1/30/2020 11:00,Hebei,Mainland China,1/30/2020 11:00,65,1,0
1/30/2020 11:00,Shaanxi,Mainland China,1/30/2020 11:00,63,0,0
1/30/2020 11:00,Hainan,Mainland China,1/30/2020 11:00,46,1,1
1/30/2020 11:00,Heilongjiang,Mainland China,1/30/2020 11:00,44,2,0
1/30/2020 11:00,Liaoning,Mainland China,1/30/2020 11:00,41,0,1
1/30/2020 11:00,Shanxi,Mainland China,1/30/2020 11:00,35,0,1
1/30/2020 11:00,Tianjin,Mainland China,1/30/2020 11:00,31,0,0
1/30/2020 11:00,Gansu,Mainland China,1/30/2020 11:00,26,0,0
1/30/2020 11:00,Inner Mongolia,Mainland China,1/30/2020 11:00,19,0,0
1/30/2020 11:00,Ningxia,Mainland China,1/30/2020 11:00,17,0,0
1/30/2020 11:00,Jilin,Mainland China,1/30/2020 11:00,14,0,1
1/30/2020 11:00,Xinjiang,Mainland China,1/30/2020 11:00,14,0,0
1/30/2020 11:00,Guizhou,Mainland China,1/30/2020 11:00,12,0,1
1/30/2020 11:00,Hong Kong,Hong Kong,1/30/2020 11:00,10,0,0
1/30/2020 11:00,Taiwan,Taiwan,1/30/2020 11:00,9,0,0
1/30/2020 11:00,Qinghai,Mainland China,1/30/2020 11:00,8,0,0
1/30/2020 11:00,Macau,Macau,1/30/2020 11:00,7,0,0
1/30/2020 11:00,Tibet,Mainland China,1/30/2020 11:00,1,0,0
1/30/2020 11:00,Washington,US,1/30/2020 11:00,1,0,0
1/30/2020 11:00,Illinois,US,1/30/2020 11:00,1,0,0
1/30/2020 11:00,California,US,1/30/2020 11:00,2,0,0
1/30/2020 11:00,Arizona,US,1/30/2020 11:00,1,0,0
1/30/2020 11:00,,Japan,1/30/2020 11:00,11,0,1
1/30/2020 11:00,,Thailand,1/30/2020 11:00,14,0,5
1/30/2020 11:00,,South Korea,1/30/2020 11:00,4,0,0
1/30/2020 11:00,,Singapore,1/30/2020 11:00,10,0,0
1/30/2020 11:00,,Vietnam,1/30/2020 11:00,2,0,0
1/30/2020 11:00,,France,1/30/2020 11:00,5,0,0
1/30/2020 11:00,,Nepal,1/30/2020 11:00,1,0,0
1/30/2020 11:00,,Malaysia,1/30/2020 11:00,8,0,0
1/30/2020 11:00,Ontario,Canada,1/30/2020 11:00,2,0,0
1/30/2020 11:00,British Columbia,Canada,1/30/2020 11:00,1,0,0
1/30/2020 11:00,,Cambodia,1/30/2020 11:00,1,0,0
1/30/2020 11:00,,Sri Lanka,1/30/2020 11:00,1,0,0
1/30/2020 11:00,New South Wales,Australia,1/30/2020 11:00,4,0,2
1/30/2020 11:00,Victoria,Australia,1/30/2020 11:00,2,0,0
1/30/2020 11:00,Queensland,Australia,1/30/2020 11:00,3,0,0
1/30/2020 11:00,Bavaria,Germany,1/30/2020 11:00,4,0,0
1/30/2020 11:00,,Finland,1/30/2020 11:00,1,0,0
1/30/2020 11:00,,United Arab Emirates,1/30/2020 11:00,4,0,0
1/30/2020 11:00,,Philippines,1/30/2020 11:00,1,0,0
1/30/2020 11:00,,India,1/30/2020 11:00,1,0,0
1/29/2020 13:30,Hubei,Mainland China,1/29/2020 13:30,3554,125,80
1/29/2020 13:30,Guangdong,Mainland China,1/29/2020 13:30,277,0,4
1/29/2020 13:30,Zhejiang,Mainland China,1/29/2020 13:30,296,0,3
1/29/2020 13:30,Henan,Mainland China,1/29/2020 13:30,206,2,1
1/29/2020 13:30,Chongqing,Mainland China,1/29/2020 13:30,147,0,0
1/29/2020 13:30,Hunan,Mainland China,1/29/2020 13:30,221,0,0
1/29/2020 13:30,Shandong,Mainland China,1/29/2020 13:30,130,0,1
1/29/2020 13:30,Beijing,Mainland China,1/29/2020 13:30,111,1,4
1/29/2020 13:30,Anhui,Mainland China,1/29/2020 13:30,152,0,2
1/29/2020 13:30,Sichuan,Mainland China,1/29/2020 13:30,108,0,0
1/29/2020 13:30,Fujian,Mainland China,1/29/2020 13:30,84,0,0
1/29/2020 13:30,Shanghai,Mainland China,1/29/2020 13:30,96,1,4
1/29/2020 13:30,Jiangxi,Mainland China,1/29/2020 13:30,109,0,3
1/29/2020 13:30,Jiangsu,Mainland China,1/29/2020 13:30,99,0,1
1/29/2020 13:30,Guangxi,Mainland China,1/29/2020 13:30,58,0,2
1/29/2020 13:30,Shaanxi,Mainland China,1/29/2020 13:30,56,0,0
1/29/2020 13:30,Hainan,Mainland China,1/29/2020 13:30,43,1,1
1/29/2020 13:30,Liaoning,Mainland China,1/29/2020 13:30,39,0,0
1/29/2020 13:30,Yunnan,Mainland China,1/29/2020 13:30,55,0,0
1/29/2020 13:30,Tianjin,Mainland China,1/29/2020 13:30,27,0,0
1/29/2020 13:30,Heilongjiang,Mainland China,1/29/2020 13:30,38,1,0
1/29/2020 13:30,Hebei,Mainland China,1/29/2020 13:30,48,1,0
1/29/2020 13:30,Gansu,Mainland China,1/29/2020 13:30,24,0,0
1/29/2020 13:30,Shanxi,Mainland China,1/29/2020 13:30,27,0,0
1/29/2020 13:30,Inner Mongolia,Mainland China,1/29/2020 13:30,16,0,0
1/29/2020 13:30,Hong Kong,Hong Kong,1/29/2020 13:30,10,0,0
1/29/2020 13:30,Guizhou,Mainland China,1/29/2020 13:30,9,0,0
1/29/2020 13:30,Ningxia,Mainland China,1/29/2020 13:30,12,0,0
1/29/2020 13:30,Jilin,Mainland China,1/29/2020 13:30,9,0,0
1/29/2020 13:30,Macau,Macau,1/29/2020 13:30,7,0,0
1/29/2020 13:30,Taiwan,Taiwan,1/29/2020 13:30,8,0,0
1/29/2020 13:30,Xinjiang,Mainland China,1/29/2020 13:30,13,0,0
1/29/2020 13:30,Qinghai,Mainland China,1/29/2020 13:30,6,0,0
1/29/2020 13:30,Washington,US,1/29/2020 13:30,1,0,0
1/29/2020 13:30,Illinois,US,1/29/2020 13:30,1,0,0
1/29/2020 13:30,California,US,1/29/2020 13:30,2,0,0
1/29/2020 13:30,Arizona,US,1/29/2020 13:30,1,0,0
1/29/2020 13:30,Ontario,Canada,1/29/2020 13:30,3,0,0
1/29/2020 13:30,,Japan,1/29/2020 13:30,7,0,1
1/29/2020 13:30,,Thailand,1/29/2020 13:30,14,0,5
1/29/2020 13:30,,South Korea,1/29/2020 13:30,4,0,0
1/29/2020 13:30,,Singapore,1/29/2020 13:30,7,0,0
1/29/2020 13:30,,Vietnam,1/29/2020 13:30,2,0,0
1/29/2020 13:30,,Nepal,1/29/2020 13:30,1,0,0
1/29/2020 13:30,,Malaysia,1/29/2020 13:30,7,0,0
1/29/2020 13:30,,Cambodia,1/29/2020 13:30,1,0,0
1/29/2020 13:30,,Sri Lanka,1/29/2020 13:30,1,0,0
1/29/2020 13:30,New South Wales,Australia,1/29/2020 13:30,4,0,0
1/29/2020 13:30,Victoria,Australia,1/29/2020 13:30,1,0,0
1/29/2020 13:30,,United Arab Emirates,1/29/2020 13:30,4,0,0
1/29/2020 13:30,,France,1/29/2020 13:30,4,0,0
1/29/2020 13:30,Bavaria,Germany,1/29/2020 13:30,4,0,0
1/28/2020 13:00,Hubei,Mainland China,1/28/2020 13:00,2714,100,52
1/28/2020 13:00,Guangdong,Mainland China,1/28/2020 13:00,207,0,4
1/28/2020 13:00,Zhejiang,Mainland China,1/28/2020 13:00,173,0,3
1/28/2020 13:00,Henan,Mainland China,1/28/2020 13:00,168,1,0
1/28/2020 13:00,Hunan,Mainland China,1/28/2020 13:00,143,0,0
1/28/2020 13:00,Chongqing,Mainland China,1/28/2020 13:00,132,0,0
1/28/2020 13:00,Anhui,Mainland China,1/28/2020 13:00,106,0,0
1/28/2020 13:00,Shandong,Mainland China,1/28/2020 13:00,95,0,0
1/28/2020 13:00,Beijing,Mainland China,1/28/2020 13:00,91,1,4
1/28/2020 13:00,Sichuan,Mainland China,1/28/2020 13:00,90,0,0
1/28/2020 13:00,Fujian,Mainland China,1/28/2020 13:00,80,0,0
1/28/2020 13:00,Jiangxi,Mainland China,1/28/2020 13:00,72,0,3
1/28/2020 13:00,Jiangsu,Mainland China,1/28/2020 13:00,70,0,1
1/28/2020 13:00,Shanghai,Mainland China,1/28/2020 13:00,66,1,4
1/28/2020 13:00,Guangxi,Mainland China,1/28/2020 13:00,51,0,2
1/28/2020 13:00,Shaanxi,Mainland China,1/28/2020 13:00,46,0,0
1/28/2020 13:00,Yunnan,Mainland China,1/28/2020 13:00,44,0,0
1/28/2020 13:00,Hainan,Mainland China,1/28/2020 13:00,40,1,0
1/28/2020 13:00,Liaoning,Mainland China,1/28/2020 13:00,34,0,0
1/28/2020 13:00,Heilongjiang,Mainland China,1/28/2020 13:00,33,1,0
1/28/2020 13:00,Hebei,Mainland China,1/28/2020 13:00,33,1,0
1/28/2020 13:00,Tianjin,Mainland China,1/28/2020 13:00,24,0,0
1/28/2020 13:00,Shanxi,Mainland China,1/28/2020 13:00,20,0,0
1/28/2020 13:00,Gansu,Mainland China,1/28/2020 13:00,19,0,0
1/28/2020 13:00,Inner Mongolia,Mainland China,1/28/2020 13:00,15,0,0
1/28/2020 13:00,Ningxia,Mainland China,1/28/2020 13:00,11,0,0
1/28/2020 13:00,Xinjiang,Mainland China,1/28/2020 13:00,10,0,0
1/28/2020 13:00,Guizhou,Mainland China,1/28/2020 13:00,9,0,0
1/28/2020 13:00,Jilin,Mainland China,1/28/2020 13:00,8,0,0
1/28/2020 13:00,Taiwan,Taiwan,1/28/2020 13:00,8,0,0
1/28/2020 13:00,Hong Kong,Hong Kong,1/28/2020 13:00,8,0,0
1/28/2020 13:00,Macau,Macau,1/28/2020 13:00,7,0,0
1/28/2020 13:00,Qinghai,Mainland China,1/28/2020 13:00,6,0,0
1/28/2020 13:00,Washington,US,1/28/2020 13:00,1,0,0
1/28/2020 13:00,Illinois,US,1/28/2020 13:00,1,0,0
1/28/2020 13:00,California,US,1/28/2020 13:00,2,0,0
1/28/2020 13:00,Arizona,US,1/28/2020 13:00,1,0,0
1/28/2020 13:00,,Japan,1/28/2020 13:00,7,0,1
1/28/2020 13:00,,Thailand,1/28/2020 13:00,14,0,5
1/28/2020 13:00,,South Korea,1/28/2020 13:00,4,0,0
1/28/2020 13:00,,Singapore,1/28/2020 13:00,7,0,0
1/28/2020 13:00,,Vietnam,1/28/2020 13:00,2,0,0
1/28/2020 13:00,,France,1/28/2020 13:00,3,0,0
1/28/2020 13:00,,Nepal,1/28/2020 13:00,1,0,0
1/28/2020 13:00,,Malaysia,1/28/2020 13:00,4,0,0
1/28/2020 13:00,Ontario,Canada,1/28/2020 13:00,2,0,0
1/28/2020 13:00,,Cambodia,1/28/2020 13:00,1,0,0
1/28/2020 13:00,,Sri Lanka,1/28/2020 13:00,1,0,0
1/28/2020 13:00,New South Wales,Australia,1/28/2020 13:00,4,0,0
1/28/2020 13:00,Victoria,Australia,1/28/2020 13:00,1,0,0
1/28/2020 13:00,Bavaria,Germany,1/28/2020 13:00,1,0,0
1/27/2020 9:00,Hubei,Mainland China,1/27/2020 9:00,1423,76,45
1/27/2020 9:00,Guangdong,Mainland China,1/27/2020 9:00,151,0,3
1/27/2020 9:00,Zhejiang,Mainland China,1/27/2020 9:00,128,0,1
1/27/2020 9:00,Henan,Mainland China,1/27/2020 9:00,128,0,0
1/27/2020 9:00,Chongqing,Mainland China,1/27/2020 9:00,110,1,0
1/27/2020 9:00,Hunan,Mainland China,1/27/2020 9:00,100,0,0
1/27/2020 9:00,Shandong,Mainland China,1/27/2020 9:00,75,0,0
1/27/2020 9:00,Beijing,Mainland China,1/27/2020 9:00,72,0,2
1/27/2020 9:00,Anhui,Mainland China,1/27/2020 9:00,70,0,0
1/27/2020 9:00,Sichuan,Mainland China,1/27/2020 9:00,69,0,0
1/27/2020 9:00,Fujian,Mainland China,1/27/2020 9:00,56,0,0
1/27/2020 9:00,Shanghai,Mainland China,1/27/2020 9:00,53,1,3
1/27/2020 9:00,Jiangxi,Mainland China,1/27/2020 9:00,48,0,1
1/27/2020 9:00,Jiangsu,Mainland China,1/27/2020 9:00,47,0,1
1/27/2020 9:00,Guangxi,Mainland China,1/27/2020 9:00,46,0,0
1/27/2020 9:00,Shaanxi,Mainland China,1/27/2020 9:00,35,0,0
1/27/2020 9:00,Hainan,Mainland China,1/27/2020 9:00,33,1,0
1/27/2020 9:00,Liaoning,Mainland China,1/27/2020 9:00,27,0,0
1/27/2020 9:00,Yunnan,Mainland China,1/27/2020 9:00,26,0,0
1/27/2020 9:00,Tianjin,Mainland China,1/27/2020 9:00,22,0,0
1/27/2020 9:00,Heilongjiang,Mainland China,1/27/2020 9:00,21,1,0
1/27/2020 9:00,Hebei,Mainland China,1/27/2020 9:00,18,1,0
1/27/2020 9:00,Gansu,Mainland China,1/27/2020 9:00,14,0,0
1/27/2020 9:00,Shanxi,Mainland China,1/27/2020 9:00,13,0,0
1/27/2020 9:00,Inner Mongolia,Mainland China,1/27/2020 9:00,11,0,0
1/27/2020 9:00,Hong Kong,Hong Kong,1/27/2020 9:00,8,0,0
